"key","source","context","af","ar","bn","zh-CN","zh-TW","cs","nl","en","et","fr","de","el","he","hi","hu","id","it","ja","ko","no","fa","pl","pt-PT","ru","es-ES","sv-SE","tr","uk","vi"
"TR_FEE_IS_NOT_SET","Fee is not set","","Fee is not set","Fee is not set","Fee is not set","Fee is not set","Fee is not set","Fee is not set","Fee is not set","Fee is not set","Fee is not set","Fee is not set","Fee is not set","Fee is not set","Fee is not set","Fee is not set","Fee is not set","Fee is not set","Fee is not set","Fee is not set","Fee is not set","Fee is not set","Fee is not set","Fee is not set","Fee is not set","Комиссия не указана","Fee is not set","Fee is not set","Fee is not set","Комісію не вказано","Fee is not set"
"TR_FEE_MUST_ME_AN_ABSOLUT_NUMBER","Fee must be an absolute number","","Fee must be an absolute number","Fee must be an absolute number","Fee must be an absolute number","Fee must be an absolute number","Fee must be an absolute number","Fee must be an absolute number","Fee must be an absolute number","Fee must be an absolute number","Fee must be an absolute number","Fee must be an absolute number","Fee must be an absolute number","Fee must be an absolute number","Fee must be an absolute number","Fee must be an absolute number","Fee must be an absolute number","Fee must be an absolute number","Fee must be an absolute number","Fee must be an absolute number","Fee must be an absolute number","Fee must be an absolute number","Fee must be an absolute number","Fee must be an absolute number","Fee must be an absolute number","Комиссия должна быть положительным числом","Fee must be an absolute number","Fee must be an absolute number","Fee must be an absolute number","Комісія має буті позитивним числом","Fee must be an absolute number"
"TR_FEE_IS_BELOW_RECOMMENDED","Fee is below recommended","","Fee is below recommended","Fee is below recommended","Fee is below recommended","Fee is below recommended","Fee is below recommended","Fee is below recommended","Fee is below recommended","Fee is below recommended","Fee is below recommended","Fee is below recommended","Fee is below recommended","Fee is below recommended","Fee is below recommended","Fee is below recommended","Fee is below recommended","Fee is below recommended","Fee is below recommended","Fee is below recommended","Fee is below recommended","Fee is below recommended","Fee is below recommended","Fee is below recommended","Fee is below recommended","Комиссия ниже рекомендуемой","Fee is below recommended","Fee is below recommended","Fee is below recommended","Комісія є нижче рекомендуємої","Fee is below recommended"
"TR_FEE_IS_ABOVE_RECOMMENDED","Fee is above recommended","","Fee is above recommended","Fee is above recommended","Fee is above recommended","Fee is above recommended","Fee is above recommended","Fee is above recommended","Fee is above recommended","Fee is above recommended","Fee is above recommended","Fee is above recommended","Fee is above recommended","Fee is above recommended","Fee is above recommended","Fee is above recommended","Fee is above recommended","Fee is above recommended","Fee is above recommended","Fee is above recommended","Fee is above recommended","Fee is above recommended","Fee is above recommended","Fee is above recommended","Fee is above recommended","Комиссия выше рекомендуемой","Fee is above recommended","Fee is above recommended","Fee is above recommended","Комісія є вище рекомендуємої","Fee is above recommended"
"TR_DESTINATION_TAG_MUST_BE_AN_ABSOLUTE","Destination tag must be an absolute number","","Destination tag must be an absolute number","Destination tag must be an absolute number","Destination tag must be an absolute number","Destination tag must be an absolute number","Destination tag must be an absolute number","Destination tag must be an absolute number","Destination tag must be an absolute number","Destination tag must be an absolute number","Destination tag must be an absolute number","Destination tag must be an absolute number","Destination tag must be an absolute number","Destination tag must be an absolute number","Destination tag must be an absolute number","Destination tag must be an absolute number","Destination tag must be an absolute number","Destination tag must be an absolute number","Destination tag must be an absolute number","Destination tag must be an absolute number","Destination tag must be an absolute number","Destination tag must be an absolute number","Destination tag must be an absolute number","Destination tag must be an absolute number","Destination tag must be an absolute number","Маркер назначения должен быть положительным числом","Destination tag must be an absolute number","Destination tag must be an absolute number","Destination tag must be an absolute number","Цільовий тег має бути позитивним числом","Destination tag must be an absolute number"
"TR_DESTINATION_TAG_IS_NOT_VALID","Destination tag is not valid","","Destination tag is not valid","Destination tag is not valid","Destination tag is not valid","Destination tag is not valid","Destination tag is not valid","Destination tag is not valid","Destination tag is not valid","Destination tag is not valid","Destination tag is not valid","Destination tag is not valid","Destination tag is not valid","Destination tag is not valid","Destination tag is not valid","Destination tag is not valid","Destination tag is not valid","Destination tag is not valid","Destination tag is not valid","Destination tag is not valid","Destination tag is not valid","Destination tag is not valid","Destination tag is not valid","Destination tag is not valid","Destination tag is not valid","Неверный маркер назначения","Destination tag is not valid","Destination tag is not valid","Destination tag is not valid","Цільовий тег невірний","Destination tag is not valid"
"TR_MESSAGE","Message","Used as a label for message input field in Sign and Verify form","Message","Message","বার্তা","消息","訊息","Zpráva","Bericht","Message","Sõnum","Message","Nachricht","Μήνυμα","הודעה","Message","Üzenet","Pesan","Messaggio","メッセージ","메시지","Melding","Message","Wiadomość","Mensagem","Сообщение","Mensaje","Meddelande","Mesaj","Повідомлення","Tin nhắn"
"TR_SIGNATURE","Signature","Used as a label for signature input field in Sign and Verify form","Signature","Signature","স্বাক্ষর","签名","簽名","Podpis","Handtekening","Signature","Signature","Signature","Signatur","Υπογραφή","חתימה","Signature","Aláírás","Tanda tangan","Firma","署名","서명","Signature","Signature","Podpis","Assinatura","Подпись","Firma","Signatur","İmza","Підпис","Chữ ký"
"TR_SIGN","Sign","Sign button in Sign and Verify form","Sign","Sign","সাইন","签署","簽名","Podepsat","Ondertekenen","Sign","Sign","Signer","Signieren","Υπογράψτε","חתימה","Sign","Aláír","Tandatangani","Firma","署名","서명","Sign","Sign","Podpisz","Assinar","Подписать","Firmar","Signera","İmzala","Підписати","Ký"
"TR_VERIFY","Verify","Verify button in Sign and Verify form","Verify","Verify","যাচাই","验证","驗證","Ověřit","Controleer","Verify","Verify","Vérifier","Verifizieren","Επαλήθευση","אימות","Verify","Ellenőrzés","Verifikasi","Verifica","検証","인증","Verify","Verify","Weryfikuj","Verificar","Проверить","Verificar","Verifiera","Doğrula","Перевірити","Xác thực"
"TR_VERIFY_MESSAGE","Verify Message","Header for the Sign and Verify form","Verify Message","Verify Message","বার্তা যাচাই করুন","验证消息","驗證訊息","Ověřit zprávu","Controleer bericht","Verify Message","Verify message","Vérifier un message","Nachricht verifizieren","Επαλήθευση μηνύματος","אימות הודעה","Verify Message","Üzenet ellenőrzése","Verifikasi Pesan","Verifica messaggio","メッセージを検証","메시지 인증","Verify message","Verify Message","Weryfikuj wiadomość","Verificar mensagem","Проверка сообщения","Verificar mensaje","Verifiera meddelande","Mesajı doğrula","Перевірка повідомлення","Xác minh thư"
"TR_SIGN_MESSAGE","Sign Message","Header for the Sign and Verify form","Sign Message","Sign Message","বার্তা সাইন","签署消息","訊息簽名","Podepsat zprávu","Onderteken dit bericht","Sign Message","Sign message","Signer un message","Nachricht signieren","Υπογράψτε το μήνυμα","חתימת הודעה","Sign Message","Üzenet aláírása","Tandatangani Pesan","Firma messaggio","メッセージに署名する","메시지에 서명","Sign message","Sign Message","Podpisz wiadomość","Assinar mensagem","Подписать сообщение","Firmar mensaje","Signera meddelande","Mesajı imzala","Підписати повідомлення","Ký thư"
"TR_SEE_FULL_TRANSACTION_HISTORY","See full transaction history","","See full transaction history","See full transaction history","See full transaction history","See full transaction history","See full transaction history","See full transaction history","See full transaction history","See full transaction history","See full transaction history","See full transaction history","See full transaction history","See full transaction history","See full transaction history","See full transaction history","See full transaction history","See full transaction history","See full transaction history","See full transaction history","See full transaction history","See full transaction history","See full transaction history","See full transaction history","See full transaction history","Просмотреть полную историю транзакций","Ver historial de transacciones completo","See full transaction history","See full transaction history","Побачити повну історію транзакцiй","See full transaction history"
"TR_TOKENS","Tokens","","Tokens","Tokens","Tokens","Tokens","Tokens","Tokens","Tokens","Tokens","Tokens","Tokens","Tokens","Tokens","Tokens","Tokens","Tokens","Tokens","Tokens","Tokens","Tokens","Tokens","Tokens","Tokens","Tokens","Токены","Tokens","Tokens","Tokens","Токени","Tokens"
"TR_INSERT_TOKEN_NAME","Insert token name, symbol or address to be able to send it.","","Insert token name, symbol or address to be able to send it.","Insert token name, symbol or address to be able to send it.","Insert token name, symbol or address to be able to send it.","Insert token name, symbol or address to be able to send it.","Insert token name, symbol or address to be able to send it.","Insert token name, symbol or address to be able to send it.","Insert token name, symbol or address to be able to send it.","Insert token name, symbol or address to be able to send it.","Insert token name, symbol or address to be able to send it.","Insert token name, symbol or address to be able to send it.","Insert token name, symbol or address to be able to send it.","Insert token name, symbol or address to be able to send it.","Insert token name, symbol or address to be able to send it.","Insert token name, symbol or address to be able to send it.","Insert token name, symbol or address to be able to send it.","Insert token name, symbol or address to be able to send it.","Insert token name, symbol or address to be able to send it.","Insert token name, symbol or address to be able to send it.","Insert token name, symbol or address to be able to send it.","Insert token name, symbol or address to be able to send it.","Insert token name, symbol or address to be able to send it.","Insert token name, symbol or address to be able to send it.","Insert token name, symbol or address to be able to send it.","Впишите название токена, его символ или адрес для того, чтобы иметь возможность отправлять их.","Inserte el nombre, el símbolo o la dirección del token para poder envíarlo.","Insert token name, symbol or address to be able to send it.","Insert token name, symbol or address to be able to send it.","Вставити ім'я токену, його символ або адресу для того, щоб надіслати його.","Insert token name, symbol or address to be able to send it."
"TR_TYPE_IN_A_TOKEN_NAME","Type in a token name or a token address.","","Type in a token name or a token address.","Type in a token name or a token address.","Type in a token name or a token address.","Type in a token name or a token address.","Type in a token name or a token address.","Type in a token name or a token address.","Type in a token name or a token address.","Type in a token name or a token address.","Type in a token name or a token address.","Type in a token name or a token address.","Type in a token name or a token address.","Type in a token name or a token address.","Type in a token name or a token address.","Type in a token name or a token address.","Type in a token name or a token address.","Type in a token name or a token address.","Type in a token name or a token address.","Type in a token name or a token address.","Type in a token name or a token address.","Type in a token name or a token address.","Type in a token name or a token address.","Type in a token name or a token address.","Type in a token name or a token address.","Впишите имя или адрес токена.","Escriba el nombre o la dirección del token.","Type in a token name or a token address.","Type in a token name or a token address.","Введіть назву або адресу токену.","Type in a token name or a token address."
"TR_TOKEN_NOT_FOUND","Token not found","","Token not found","Token not found","Token not found","Token not found","Token not found","Token not found","Token not found","Token not found","Token not found","Token not found","Token not found","Token not found","Token not found","Token not found","Token not found","Token not found","Token not found","Token not found","Token not found","Token not found","Token not found","Token not found","Token not found","Токен не найден","Token no se ha encontrado","Token not found","Token not found","Токен не знайдено","Token not found"
"TR_ALREADY_ADDED","Already added","","Already added","Already added","Already added","Already added","Already added","Already added","Already added","Already added","Already added","Already added","Already added","Already added","Already added","Already added","Already added","Already added","Already added","Already added","Already added","Already added","Already added","Already added","Already added","Уже добавлено","Already added","Already added","Already added","Вже додано","Already added"
"TR_HISTORY","History","","History","History","History","History","History","History","History","History","History","History","History","History","History","History","History","History","History","History","History","History","History","History","History","История","Historial","History","History","Історія","History"
"TR_ADD_YOUR_TOKENS","Add your tokens","","Add your tokens","Add your tokens","Add your tokens","Add your tokens","Add your tokens","Add your tokens","Add your tokens","Add your tokens","Add your tokens","Add your tokens","Add your tokens","Add your tokens","Add your tokens","Add your tokens","Add your tokens","Add your tokens","Add your tokens","Add your tokens","Add your tokens","Add your tokens","Add your tokens","Add your tokens","Add your tokens","Добавьте Ваши токены","Añadir sus tokens","Add your tokens","Add your tokens","Додати токени","Add your tokens"
"TR_SEARCH_FOR_THE_TOKEN","Search for the token or add them manually by pasting token address into search input.","","Search for the token or add them manually by pasting token address into search input.","Search for the token or add them manually by pasting token address into search input.","Search for the token or add them manually by pasting token address into search input.","Search for the token or add them manually by pasting token address into search input.","Search for the token or add them manually by pasting token address into search input.","Search for the token or add them manually by pasting token address into search input.","Search for the token or add them manually by pasting token address into search input.","Search for the token or add them manually by pasting token address into search input.","Search for the token or add them manually by pasting token address into search input.","Search for the token or add them manually by pasting token address into search input.","Search for the token or add them manually by pasting token address into search input.","Search for the token or add them manually by pasting token address into search input.","Search for the token or add them manually by pasting token address into search input.","Search for the token or add them manually by pasting token address into search input.","Search for the token or add them manually by pasting token address into search input.","Search for the token or add them manually by pasting token address into search input.","Search for the token or add them manually by pasting token address into search input.","Search for the token or add them manually by pasting token address into search input.","Search for the token or add them manually by pasting token address into search input.","Search for the token or add them manually by pasting token address into search input.","Search for the token or add them manually by pasting token address into search input.","Search for the token or add them manually by pasting token address into search input.","Search for the token or add them manually by pasting token address into search input.","Найдите токен и добавьте его вручную, скопировав адрес токена в поисковое поле.","Busque el token o agreguelo manualmente al pegar la dirección del token en la entrada de búsqueda.","Search for the token or add them manually by pasting token address into search input.","Search for the token or add them manually by pasting token address into search input.","Знайдiть токен або додайте його вручну, вставивши адресу токену у пошукове поле.","Search for the token or add them manually by pasting token address into search input."
"TR_BALANCE","Balance","","Balance","Balance","ব্যালেন্স","余额","收支總和","Zůstatek","Balans","Balance","Saldo","Solde","Saldo","Υπόλοιπο","יתרה","Balance","Egyenleg","Saldo","Saldo","残高","잔액","Balance","Balance","Stan","Saldo","Баланс","Saldo","Balans","Bakiye","Баланс","Số dư"
"TR_RATE","Rate","","Rate","Rate","হার","汇率","匯率","Kurz","Tarief","Rate","Hinna suhe","Taux","Kurs","Βαθμολογήστε","שער","Rate","Érték","Kurs","Rate","レート","요율","Rate","Rate","Kurs","Cotação","Курс","Tipo de cambio","Kurs","Kur","Курс","Tỷ giá"
"TR_RESERVE","Reserve","Label for minimal XRP account reserve","Reserve","Reserve","Reserve","Reserve","Reserve","Reserve","Reserve","Reserve","Reserve","Reserve","Reserve","Reserve","Reserve","Reserve","Reserve","Reserve","Reserve","Reserve","Reserve","Reserve","Reserve","Reserve","Reserve","Резерв","Reserva","Reserve","Reserve","Резерв","Reserve"
"TR_FIAT_RATES_ARE_NOT_CURRENTLY","Fiat rates are not currently available.","","Fiat rates are not currently available.","Fiat rates are not currently available.","Fiat rates are not currently available.","Fiat rates are not currently available.","Fiat rates are not currently available.","Fiat rates are not currently available.","Fiat rates are not currently available.","Fiat rates are not currently available.","Fiat rates are not currently available.","Fiat rates are not currently available.","Fiat rates are not currently available.","Fiat rates are not currently available.","Fiat rates are not currently available.","Fiat rates are not currently available.","Fiat rates are not currently available.","Fiat rates are not currently available.","Fiat rates are not currently available.","Fiat rates are not currently available.","Fiat rates are not currently available.","Fiat rates are not currently available.","Fiat rates are not currently available.","Fiat rates are not currently available.","Fiat rates are not currently available.","Курсы фиатных валют в настоящее время недоступны.","Las tarifas fiat no están disponibles actualmente.","Fiat rates are not currently available.","Fiat rates are not currently available.","Фiатнi курзи у даний момент не пiдтримуються.","Fiat rates are not currently available."
"TR_DEVICE_USED_IN_OTHER","Device is used in other window","","Device is used in other window","Device is used in other window","Device is used in other window","Device is used in other window","Device is used in other window","Device is used in other window","Device is used in other window","Device is used in other window","Device is used in other window","Device is used in other window","Device is used in other window","Device is used in other window","Device is used in other window","Device is used in other window","Device is used in other window","Device is used in other window","Device is used in other window","Device is used in other window","Device is used in other window","Device is used in other window","Device is used in other window","Device is used in other window","Device is used in other window","Устройство используется в другом окне","El dispositivo está abierto en una otra ventana","Device is used in other window","Device is used in other window","Пристрій вирокистовується у іншому вікні","Device is used in other window"
"TR_USE_YOUR_DEVICE_IN_THIS_WINDOW","Do you want to use your device in this window?","","Do you want to use your device in this window?","Do you want to use your device in this window?","Do you want to use your device in this window?","Do you want to use your device in this window?","Do you want to use your device in this window?","Do you want to use your device in this window?","Do you want to use your device in this window?","Do you want to use your device in this window?","Do you want to use your device in this window?","Do you want to use your device in this window?","Do you want to use your device in this window?","Do you want to use your device in this window?","Do you want to use your device in this window?","Do you want to use your device in this window?","Do you want to use your device in this window?","Do you want to use your device in this window?","Do you want to use your device in this window?","Do you want to use your device in this window?","Do you want to use your device in this window?","Do you want to use your device in this window?","Do you want to use your device in this window?","Do you want to use your device in this window?","Do you want to use your device in this window?","Вы хотите использовать Ваше устройство в этом окне?","¿Desea usted utilizar el dispositivo en esta ventana?","Do you want to use your device in this window?","Do you want to use your device in this window?","Ви хочете використовувати пристрій у цьому вікні?","Do you want to use your device in this window?"
"TR_ACQUIRE_DEVICE","Acquire device","call-to-action to use device in current window when it is used in other window","Acquire device","Acquire device","Acquire device","Acquire device","Acquire device","Acquire device","Acquire device","Acquire device","Acquire device","Acquire device","Acquire device","Acquire device","Acquire device","Acquire device","Acquire device","Acquire device","Acquire device","Acquire device","Acquire device","Acquire device","Acquire device","Acquire device","Acquire device","Использовать устройство","Adquiera el dispositivo","Acquire device","Acquire device","Використувати пристрій","Acquire device"
"TR_YOUR_DEVICE_IS_IN_FIRMWARE","Your device is in firmware update mode","","Your device is in firmware update mode","Your device is in firmware update mode","Your device is in firmware update mode","Your device is in firmware update mode","Your device is in firmware update mode","Your device is in firmware update mode","Your device is in firmware update mode","Your device is in firmware update mode","Your device is in firmware update mode","Your device is in firmware update mode","Your device is in firmware update mode","Your device is in firmware update mode","Your device is in firmware update mode","Your device is in firmware update mode","Your device is in firmware update mode","Your device is in firmware update mode","Your device is in firmware update mode","Your device is in firmware update mode","Your device is in firmware update mode","Your device is in firmware update mode","Your device is in firmware update mode","Your device is in firmware update mode","Your device is in firmware update mode","Устройство находится в режиме обновления прошивки","El dispositivo está en el modo de actualización de firmware","Your device is in firmware update mode","Your device is in firmware update mode","Ваш пристрій є у режимi обновлення прошивки","Your device is in firmware update mode"
"TR_PLEASE_RECONNECT_IT","Please re-connect it","Call to action to re-connect Trezor device","Please re-connect it","Please re-connect it","Please re-connect it","Please re-connect it","Please re-connect it","Please re-connect it","Please re-connect it","Please re-connect it","Please re-connect it","Please re-connect it","Please re-connect it","Please re-connect it","Please re-connect it","Please re-connect it","Please re-connect it","Please re-connect it","Please re-connect it","Please re-connect it","Please re-connect it","Please re-connect it","Please re-connect it","Please re-connect it","Please re-connect it","Пожалуйста, подключите его снова","Por favor, vuelva a conectar","Please re-connect it","Please re-connect it","Будь ласка, повторно підключити його","Please re-connect it"
"TR_PLEASE_SELECT_YOUR","Please select your coin","Title of the dashboard component if coin was not selected","Please select your coin","Please select your coin","Please select your coin","Please select your coin","Please select your coin","Please select your coin","Please select your coin","Please select your coin","Please select your coin","Please select your coin","Please select your coin","Please select your coin","Please select your coin","Please select your coin","Please select your coin","Please select your coin","Please select your coin","Please select your coin","Please select your coin","Please select your coin","Please select your coin","Please select your coin","Please select your coin","Пожалуйста, выберите Вашу монету","Por favor seleccione su moneda preferida","Please select your coin","Please select your coin","Будь ласка, виберіть Вашу монету","Please select your coin"
"TR_YOU_WILL_GAIN_ACCESS","You will gain access to receiving & sending selected coin","Content of the dashboard component if coin was not selected","You will gain access to receiving & sending selected coin","You will gain access to receiving & sending selected coin","You will gain access to receiving & sending selected coin","You will gain access to receiving & sending selected coin","You will gain access to receiving & sending selected coin","You will gain access to receiving & sending selected coin","You will gain access to receiving & sending selected coin","You will gain access to receiving & sending selected coin","You will gain access to receiving & sending selected coin","You will gain access to receiving & sending selected coin","You will gain access to receiving & sending selected coin","You will gain access to receiving & sending selected coin","You will gain access to receiving & sending selected coin","You will gain access to receiving & sending selected coin","You will gain access to receiving & sending selected coin","You will gain access to receiving & sending selected coin","You will gain access to receiving & sending selected coin","You will gain access to receiving & sending selected coin","You will gain access to receiving & sending selected coin","You will gain access to receiving & sending selected coin","You will gain access to receiving & sending selected coin","You will gain access to receiving & sending selected coin","You will gain access to receiving & sending selected coin","Вы получите доступ к приёму и отправке выбранных монет","Usted tendrá el acceso a la recepción y envío de la moneda seleccionada","You will gain access to receiving & sending selected coin","You will gain access to receiving & sending selected coin","Ви отримаєте доступ до отримання & відправка вибраних монет","You will gain access to receiving & sending selected coin"
"TR_ITS_TIME_TO_UPDATE_FIRMWARE","It’s time to update your firmware","","It’s time to update your firmware","It’s time to update your firmware","It’s time to update your firmware","It’s time to update your firmware","It’s time to update your firmware","It’s time to update your firmware","It’s time to update your firmware","It’s time to update your firmware","It’s time to update your firmware","It’s time to update your firmware","It’s time to update your firmware","It’s time to update your firmware","It’s time to update your firmware","It’s time to update your firmware","It’s time to update your firmware","It’s time to update your firmware","It’s time to update your firmware","It’s time to update your firmware","It’s time to update your firmware","It’s time to update your firmware","It’s time to update your firmware","It’s time to update your firmware","It’s time to update your firmware","Пришло время обновить прошивку","Ahora es el momento de actualizar el firmware","It’s time to update your firmware","It’s time to update your firmware","Прийшов час для оновлення Вашої прошивки","It’s time to update your firmware"
"TR_PLEASE_USE_OLD_WALLET","Please use Bitcoin wallet interface to update your firmware.","","Please use Bitcoin wallet interface to update your firmware.","Please use Bitcoin wallet interface to update your firmware.","Please use Bitcoin wallet interface to update your firmware.","Please use Bitcoin wallet interface to update your firmware.","Please use Bitcoin wallet interface to update your firmware.","Please use Bitcoin wallet interface to update your firmware.","Please use Bitcoin wallet interface to update your firmware.","Please use Bitcoin wallet interface to update your firmware.","Please use Bitcoin wallet interface to update your firmware.","Please use Bitcoin wallet interface to update your firmware.","Please use Bitcoin wallet interface to update your firmware.","Please use Bitcoin wallet interface to update your firmware.","Please use Bitcoin wallet interface to update your firmware.","Please use Bitcoin wallet interface to update your firmware.","Please use Bitcoin wallet interface to update your firmware.","Please use Bitcoin wallet interface to update your firmware.","Please use Bitcoin wallet interface to update your firmware.","Please use Bitcoin wallet interface to update your firmware.","Please use Bitcoin wallet interface to update your firmware.","Please use Bitcoin wallet interface to update your firmware.","Please use Bitcoin wallet interface to update your firmware.","Please use Bitcoin wallet interface to update your firmware.","Please use Bitcoin wallet interface to update your firmware.","Пожалуйста, используйте интерфейс Bitcoin-кошелька для обновления прошивки.","Por favor, utilice el interfaz del monedero Bitcoin para actualizar su firmware.","Please use Bitcoin wallet interface to update your firmware.","Please use Bitcoin wallet interface to update your firmware.","Будь ласка, використовуйте інтерфейс Bitcoin гаманцю для оновлення вашої прошивки.","Please use Bitcoin wallet interface to update your firmware."
"TR_YOUR_DEVICE_IS_NOT_INITIALIZED","Your device is not initialized","","Your device is not initialized","Your device is not initialized","Your device is not initialized","Your device is not initialized","Your device is not initialized","Your device is not initialized","Your device is not initialized","Your device is not initialized","Your device is not initialized","Your device is not initialized","Your device is not initialized","Your device is not initialized","Your device is not initialized","Your device is not initialized","Your device is not initialized","Your device is not initialized","Your device is not initialized","Your device is not initialized","Your device is not initialized","Your device is not initialized","Your device is not initialized","Your device is not initialized","Your device is not initialized","Ваше устройство не инициализировано","El dispositivo no está inicializado","Your device is not initialized","Your device is not initialized","Ваш пристрій не ініціалізовано","Your device is not initialized"
"TR_PLEASE_USE_TO_START_INITIALIZATION","Please use Bitcoin wallet interface to start initialization process","","Please use Bitcoin wallet interface to start initialization process","Please use Bitcoin wallet interface to start initialization process","Please use Bitcoin wallet interface to start initialization process","Please use Bitcoin wallet interface to start initialization process","Please use Bitcoin wallet interface to start initialization process","Please use Bitcoin wallet interface to start initialization process","Please use Bitcoin wallet interface to start initialization process","Please use Bitcoin wallet interface to start initialization process","Please use Bitcoin wallet interface to start initialization process","Please use Bitcoin wallet interface to start initialization process","Please use Bitcoin wallet interface to start initialization process","Please use Bitcoin wallet interface to start initialization process","Please use Bitcoin wallet interface to start initialization process","Please use Bitcoin wallet interface to start initialization process","Please use Bitcoin wallet interface to start initialization process","Please use Bitcoin wallet interface to start initialization process","Please use Bitcoin wallet interface to start initialization process","Please use Bitcoin wallet interface to start initialization process","Please use Bitcoin wallet interface to start initialization process","Please use Bitcoin wallet interface to start initialization process","Please use Bitcoin wallet interface to start initialization process","Please use Bitcoin wallet interface to start initialization process","Please use Bitcoin wallet interface to start initialization process","Пожалуйста, используйте интерфейс Bitcoin-кошелька для начала процесса инициализации","Por favor, utilice el interfaz del monedero Bitcoin para empezar con el proceso de la inicialización","Please use Bitcoin wallet interface to start initialization process","Please use Bitcoin wallet interface to start initialization process","Будь ласка, використовуйте інтерфейс Bitcoin гаманцю, щоб почати процес ініціалізації","Please use Bitcoin wallet interface to start initialization process"
"TR_PLEASE_USE_TO_CREATE_BACKUP","Please use Bitcoin wallet interface to create a backup.","","Please use Bitcoin wallet interface to create a backup.","Please use Bitcoin wallet interface to create a backup.","Please use Bitcoin wallet interface to create a backup.","Please use Bitcoin wallet interface to create a backup.","Please use Bitcoin wallet interface to create a backup.","Please use Bitcoin wallet interface to create a backup.","Please use Bitcoin wallet interface to create a backup.","Please use Bitcoin wallet interface to create a backup.","Please use Bitcoin wallet interface to create a backup.","Please use Bitcoin wallet interface to create a backup.","Please use Bitcoin wallet interface to create a backup.","Please use Bitcoin wallet interface to create a backup.","Please use Bitcoin wallet interface to create a backup.","Please use Bitcoin wallet interface to create a backup.","Please use Bitcoin wallet interface to create a backup.","Please use Bitcoin wallet interface to create a backup.","Please use Bitcoin wallet interface to create a backup.","Please use Bitcoin wallet interface to create a backup.","Please use Bitcoin wallet interface to create a backup.","Please use Bitcoin wallet interface to create a backup.","Please use Bitcoin wallet interface to create a backup.","Please use Bitcoin wallet interface to create a backup.","Please use Bitcoin wallet interface to create a backup.","Пожалуйста, используйте интерфейс Bitcoin-кошелька для создания резервной копии.","Por favor, utilice el interfaz del monedero Bitcoin para hacer el backup.","Please use Bitcoin wallet interface to create a backup.","Please use Bitcoin wallet interface to create a backup.","Будь ласка, використовуйте інтерфейс Bitcoin гаманцю для створення резервної копії.","Please use Bitcoin wallet interface to create a backup."
"TR_DEVICE_IS_INITIALIZED_IN_SEEDLESS_MODE","Device is initialized in seedless mode and therefore not allowed to access wallet","","Device is initialized in seedless mode and therefore not allowed to access wallet","Device is initialized in seedless mode and therefore not allowed to access wallet","Device is initialized in seedless mode and therefore not allowed to access wallet","Device is initialized in seedless mode and therefore not allowed to access wallet","Device is initialized in seedless mode and therefore not allowed to access wallet","Device is initialized in seedless mode and therefore not allowed to access wallet","Device is initialized in seedless mode and therefore not allowed to access wallet","Device is initialized in seedless mode and therefore not allowed to access wallet","Device is initialized in seedless mode and therefore not allowed to access wallet","Device is initialized in seedless mode and therefore not allowed to access wallet","Device is initialized in seedless mode and therefore not allowed to access wallet","Device is initialized in seedless mode and therefore not allowed to access wallet","Device is initialized in seedless mode and therefore not allowed to access wallet","Device is initialized in seedless mode and therefore not allowed to access wallet","Device is initialized in seedless mode and therefore not allowed to access wallet","Device is initialized in seedless mode and therefore not allowed to access wallet","Device is initialized in seedless mode and therefore not allowed to access wallet","Device is initialized in seedless mode and therefore not allowed to access wallet","Device is initialized in seedless mode and therefore not allowed to access wallet","Device is initialized in seedless mode and therefore not allowed to access wallet","Device is initialized in seedless mode and therefore not allowed to access wallet","Device is initialized in seedless mode and therefore not allowed to access wallet","Device is initialized in seedless mode and therefore not allowed to access wallet","Устройство инициализировано в seedless-режиме и поэтому доступ к кошельку не разрешён","Dispositivo está inicializado en el modo sin semilla de recuperación, por lo tanto no se permite el acceso al monedero","Device is initialized in seedless mode and therefore not allowed to access wallet","Device is initialized in seedless mode and therefore not allowed to access wallet","Пристрій ініціалізовано в режимі seedless, тому є заборонений доступ до гаманецю","Device is initialized in seedless mode and therefore not allowed to access wallet"
"TR_DEVICE_IS_IN_SEEDLESS","Device is in seedless mode","","Device is in seedless mode","Device is in seedless mode","Device is in seedless mode","Device is in seedless mode","Device is in seedless mode","Device is in seedless mode","Device is in seedless mode","Device is in seedless mode","Device is in seedless mode","Device is in seedless mode","Device is in seedless mode","Device is in seedless mode","Device is in seedless mode","Device is in seedless mode","Device is in seedless mode","Device is in seedless mode","Device is in seedless mode","Device is in seedless mode","Device is in seedless mode","Device is in seedless mode","Device is in seedless mode","Device is in seedless mode","Device is in seedless mode","Устройство находится в seedless-режиме","El dispositivo está en el modo sin semilla de recuperación","Device is in seedless mode","Device is in seedless mode","Пристрій знаходиться у seedless режимі","Device is in seedless mode"
"TR_UNREADABLE_DEVICE","Unreadable device","","Unreadable device","Unreadable device","Unreadable device","Unreadable device","Unreadable device","Unreadable device","Unreadable device","Unreadable device","Unreadable device","Unreadable device","Unreadable device","Unreadable device","Unreadable device","Unreadable device","Unreadable device","Unreadable device","Unreadable device","Unreadable device","Unreadable device","Unreadable device","Unreadable device","Unreadable device","Unreadable device","Несчитываемое устройство","Dispositivo ilegible","Unreadable device","Unreadable device","Неможливо прочитати пристрiй","Unreadable device"
